datasource,metric_label,season,jurisdiction,window_name,window_label,n_birth_cohorts,n_cohort_schedule_rows,share_receiving_ppx,median_person_activity_fractional_protection,q25_person_activity_fractional_protection,q75_person_activity_fractional_protection,mean_person_activity_fractional_protection,population_activity_weighted_protection,median_person_calendar_fractional_protection,mean_person_calendar_fractional_protection,total_activity_exposure_weight,uptake,efficacy_profile,protection_delay_days,protection_duration_days,eligibility_max_age_days,exposure_censor_age_days,birth_weight_scheme,allow_window_start_catchup,scenario_id,scenario_family,scenario_label,scenario_order
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Arizona,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.08318137456656115,0.0,0.14201116806644085,0.07069109223898293,0.10814042146825605,0.08486250688705234,0.06138643530212768,40.394999999999996,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Arizona,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,40.394999999999996,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Arkansas,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.14170957803065437,0.06424958923221503,0.09637556085070718,0.0,0.05590178075362434,82.645,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Arkansas,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.0844635122010941,0.0,0.14433681648863395,0.07216070803254912,0.11173866400270789,0.08726654390934845,0.06077165388356337,82.64500000000001,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Arkansas,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.08358416553831297,0.0,0.14238787227357447,0.06939421689856924,0.09656003863980592,0.08486250688705234,0.06138643530212768,82.64500000000001,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Arkansas,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,82.64500000000001,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,California,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.14126286098119534,0.0649345243754694,0.10088580476339448,0.0,0.05590178075362434,38.225,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,California,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09109692041779059,0.0,0.14351092388510361,0.07241918080936074,0.11520340430600702,0.08726654390934845,0.06077165388356337,38.224999999999994,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,California,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.07999066697765718,0.0,0.14149188238838742,0.06922581143267151,0.10104886812759657,0.08486250688705234,0.06138643530212768,38.225,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,California,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,38.224999999999994,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Colorado,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0565601656067723,0.0,0.1439710832908639,0.06816911584234973,0.1101014670723274,0.0,0.05590178075362434,46.83,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Colorado,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.1033021275385286,0.0,0.1437610976565982,0.07420826502480796,0.12077708978193598,0.08726654390934845,0.06077165388356337,46.83,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Colorado,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.08804464926860579,0.0,0.14397996140108024,0.07251896493442339,0.11042475594877234,0.08486250688705234,0.06138643530212768,46.83,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Colorado,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,46.83,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Connecticut,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.04459697789177677,0.0,0.14048223963962964,0.06351007125290364,0.09395764328310997,0.0,0.05590178075362434,31.575000000000003,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Connecticut,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.07989461266749612,0.0,0.14582451263481527,0.07233634053668832,0.11119583712353648,0.08726654390934845,0.06077165388356337,31.574999999999996,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Connecticut,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.07230181288341679,0.0,0.14102261428721716,0.06767883242691178,0.0940201692534097,0.08486250688705234,0.06138643530212768,31.575000000000003,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Connecticut,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,31.575,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Delaware,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.1333126989182797,0.061095004253159044,0.084431373658076,0.0,0.05590178075362434,78.64499999999998,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Delaware,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09130324606443788,0.0,0.1441479085464861,0.07188327860928075,0.10548097323086224,0.08726654390934845,0.06077165388356337,78.645,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Delaware,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.07400753342994916,0.0,0.13624621370707274,0.06565830192651324,0.0845830923739349,0.08486250688705234,0.06138643530212768,78.645,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Delaware,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,78.645,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,District of Columbia,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.11973297755254007,0.056562393337659604,0.07215799671325654,0.0,0.05590178075362434,69.63,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,District of Columbia,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.08958027130741598,0.0,0.14075648803767551,0.06942233342788465,0.09735138885094874,0.08726654390934845,0.06077165388356337,69.63,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,District of Columbia,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.06607233628666415,0.0,0.12294880828460046,0.0613421570916951,0.07229549339500194,0.08486250688705234,0.06138643530212768,69.63,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,District of Columbia,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,69.63,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Florida,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.1113387871816602,0.05399050062729651,0.06257086347881989,0.0,0.05590178075362434,47.785000000000004,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Florida,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09152844151386672,0.0,0.1283804122341251,0.06633194185357277,0.08615116165602336,0.08726654390934845,0.06077165388356337,47.785000000000004,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Florida,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.060893808418666415,0.0,0.11391035279849945,0.059158402904005244,0.06293407914701286,0.08486250688705234,0.06138643530212768,47.785000000000004,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Florida,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,47.785000000000004,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Georgia,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.11434983247297699,0.05500410793159173,0.06647837244454353,0.0,0.05590178075362434,37.56999999999999,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Georgia,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09376351537889145,0.0,0.13468326580316237,0.06824032719633157,0.09206778403598107,0.08726654390934845,0.06077165388356337,37.57,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Georgia,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.06306837266499878,0.0,0.11742285678668765,0.06001464328710311,0.06677683218992721,0.08486250688705234,0.06138643530212768,37.57,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Georgia,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,37.56999999999999,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Hawaii,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.12341704559946223,0.05944133071606757,0.08225140556678372,0.0,0.05590178075362434,39.14999999999999,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Hawaii,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09763644952637725,0.0,0.1393379480521184,0.0701631332897362,0.10296574146285298,0.08726654390934845,0.06077165388356337,39.15,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Hawaii,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.08124877547184,0.0,0.12654267529697838,0.06455234679151339,0.08249807210643133,0.08486250688705234,0.06138643530212768,39.150000000000006,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Hawaii,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,39.15,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Idaho,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.05724204482950856,0.0,0.14347379064839225,0.06882782989707466,0.11515179040185727,0.0,0.05590178075362434,52.78,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Idaho,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.10908694093629892,0.0,0.14328671182575953,0.07435196821460216,0.12438403750041206,0.08726654390934845,0.06077165388356337,52.78,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Idaho,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.09294316371053708,0.0,0.14356943984215786,0.07334669688725878,0.11561690453612421,0.08486250688705234,0.06138643530212768,52.78,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Idaho,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,52.78,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Illinois,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.13920202142127885,0.06455225974072501,0.09733852977591693,0.0,0.05590178075362434,65.11,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Illinois,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09732082619411653,0.0,0.1427326658196021,0.07262825226113474,0.11262951916165818,0.08726654390934845,0.06077165388356337,65.11,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Illinois,late_oct_apr,Late Oct-Apr,729,3768,0.09939941893004114,0.08818843711683308,0.0,0.14034824651634234,0.06905400499706757,0.0976110784778989,0.08486250688705234,0.06138643530212768,65.11,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Illinois,year_round,Year-round,729,4376,0.13812989218106994,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.08439750684931506,0.10622444827586207,0.08702954852876169,65.11,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Indiana,baseline_oct_mar,Baseline Oct-Mar,729,3648,0.0917862502057613,0.0,0.0,0.13950942934360328,0.06466006609323259,0.09781648223996389,0.0,0.05590178075362434,49.215,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
nssp,"RSV ED visit percentage of total ED visits, all ages",2023-2024,Indiana,early_sep_mar,Early Sep-Mar,729,3768,0.09939941893004113,0.09126140995031903,0.0,0.1428756279665254,0.07250153898616041,0.11276776479156064,0.08726654390934845,0.06077165388356337,49.215,0.185,piecewise_linear,6,210,244,365,uniform,False,reference_12mo,Reference,Reference: 18.5% uptake; 38.1% first-week dosing; 14-day visit delay; Moline et al. 210-day efficacy; 12-month exposure censor,1
